ts,phase,instrument,regime,vol_state,side,units,dry_run,sl,tp,stop_pips
1757949438.0992258,submitted,USD_JPY,volatile_ranging,high,buy,1000,False,147.1705,147.6705,20
1757949439.056423,other,USD_JPY,volatile_ranging,high,buy,1000,"{'orderRejectTransaction': {'id': '5379', 'accountID': '101-011-29397307-001', 'userID': 29397307, 'batchID': '5379', 'requestID': '79430968411465587', 'time': '2025-09-15T15:17:21.273725363Z', 'type': 'MARKET_ORDER_REJECT', 'rejectReason': 'TAKE_PROFIT_ON_FILL_PRICE_PRECISION_EXCEEDED', 'instrument': 'USD_JPY', 'units': '1000', 'timeInForce': 'FOK', 'positionFill': 'DEFAULT', 'takeProfitOnFill': {'price': '147.67050', 'timeInForce': 'GTC'}, 'stopLossOnFill': {'price': '147.17050', 'timeInForce': 'GTC', 'triggerMode': 'TOP_OF_BOOK'}, 'reason': 'CLIENT_ORDER'}, 'relatedTransactionIDs': ['5379'], 'lastTransactionID': '5379', 'errorMessage': ""The Take Profit on fill specified contains a price with more precision than is allowed by the Order's instrument"", 'errorCode': 'TAKE_PROFIT_ON_FILL_PRICE_PRECISION_EXCEEDED'}"
1757949566.326197,submitted,GBP_JPY,ranging,normal,buy,1000,False,200.119,200.619,20
1757949567.2829437,filled,GBP_JPY,ranging,normal,buy,1000,200.299,200.119,200.619,5381,0.0000
1757949579.281398,submitted,USD_CAD,trending,normal,sell,-1000,False,1.38263,1.37763,20
1757949580.173539,filled,USD_CAD,trending,normal,sell,-1000,1.38051,1.38263,1.37763,,-1.6058
1757949604.606588,submitted,GBP_USD,ranging,normal,buy,1000,False,1.35726,1.36226,20
1757949605.6032417,filled,GBP_USD,ranging,normal,buy,1000,1.35946,1.35726,1.36226,5387,0.0000
1757949609.8213804,submitted,USD_JPY,trending,normal,sell,-1000,False,147.5715,147.0715,20
1757949610.6609821,other,USD_JPY,trending,normal,sell,-1000,"{'orderRejectTransaction': {'id': '5390', 'accountID': '101-011-29397307-001', 'userID': 29397307, 'batchID': '5390', 'requestID': '115459766150479654', 'time': '2025-09-15T15:20:12.998999283Z', 'type': 'MARKET_ORDER_REJECT', 'rejectReason': 'TAKE_PROFIT_ON_FILL_PRICE_PRECISION_EXCEEDED', 'instrument': 'USD_JPY', 'units': '-1000', 'timeInForce': 'FOK', 'positionFill': 'DEFAULT', 'takeProfitOnFill': {'price': '147.07150', 'timeInForce': 'GTC'}, 'stopLossOnFill': {'price': '147.57150', 'timeInForce': 'GTC', 'triggerMode': 'TOP_OF_BOOK'}, 'reason': 'CLIENT_ORDER'}, 'relatedTransactionIDs': ['5390'], 'lastTransactionID': '5390', 'errorMessage': ""The Take Profit on fill specified contains a price with more precision than is allowed by the Order's instrument"", 'errorCode': 'TAKE_PROFIT_ON_FILL_PRICE_PRECISION_EXCEEDED'}"
1757949730.0364053,submitted,USD_JPY,trending,normal,buy,1000,False,147.1765,147.6765,20
